Территория;Год;Субъект РФ;Тип;Уровень;Часть Арктики;ОКТМО;Площадь территории, кв. км;Стоимость фиксированного набора потребительских товаров и услуг, рублей;Численность населения (по переписям), человек;Численность населения на начало года (всего), человек;Среднегодовая численность населения, человек;Общий прирост населения, человек;Коэффициент общего прироста населения;Плотность населения (по данным переписей), человек на 1 кв. км;Плотность населения (по данным текущего учета), человек на 1 кв. км;Число родившихся (без мертворожденных), человек;Число умерших, человек;Естественный прирост (убыль), человек;Общий коэффициент рождаемости, промилле;Общий коэффициент смертности, промилле;Общий коэффициент естественного прироста (убыли);Специальный коэффициент рождаемости;Стандартизованный коэффициент рождаемости;Стандартизованный коэффициент смертности;Число прибывших, человек;Число выбывших, человек;Миграционный прирост (всего), человек;Миграционный прирост (внутрирегиональный), человек;Миграционный прирост (межрегиональный), человек;Миграционный прирост (международный), человек;Коэффициент миграционного прироста (общий);Коэффициент миграционного прироста (внутрирегиональный);Коэффициент миграционного прироста (межрегиональный);Коэффициент миграционного прироста (международный);Численность населения на начало года (моложе трудоспособного возраста), человек;Численность населения на начало года (трудоспособного возраста), человек;Численность населения на начало года (старше трудоспособного возраста), человек;Численность населения на начало года (мужчины), человек;Численность населения на начало года (женщины), человек;Удельный вес населения моложе трудоспособного возраста, %;Удельный вес населения трудоспособного возраста, %;Удельный вес населения старше трудоспособного возраста, %;Удельный вес мужчин, %;Удельный вес женщин, %;Общая демографическая нагрузка;Демографическая нагрузка лицами моложе трудоспособного возраста;Демографическая нагрузка лицами старше трудоспособного возраста;Среднесписочная численность работников организаций, человек;Численность работников организаций муниципальной формы собственности, человек;Удельный вес работников организаций муниципальной формы собственности, %;Среднемесячная заработная плата работников организаций, рублей;Отношение среднемесячной заработной платы к стоимости фиксированного набора, раз;Среднемесячная заработная плата в организацях мунипиальной формы собственности, рублей;Отношение зарплаты в муницип. организациях к стоимости фиксированного набора, раз;Отношение зарплаты в муницип. организациях к зарплате во всех организациях, %;Отгружено товаров собственного производства, выполнено работ и услуг, млн рублей;Отгружено товаров, выполнено работ и услуг на 1 человека, тыс. Рублей;Отгружено товаров, выполнено работ и услуг на 1 кв. км площади, тыс. Рублей;Приведенный контингент студентов (среднее проф. образование);Приведенный контингент студентов (среднее проф. образование) на 1000 человек;Приведенный контингент студентов (высшее образование);Приведенный контингент студентов (высшее образование) на 1000 человек;Комплексный балл публикационной результативности организаций (без филиалов)
ГО Архангельск;2021;Архангельская область;городской округ;муниципальное образование;Европейская Арктика;11701000;294;20111.33;306021;352032;350611;-2842;-8.1;1039.30;1190.73;2457;5637;-3180;11.7;16.1;-9.1;26.4;5.9;16.3;8945;8607;338;1278;-1410;470;9.6;36.5;-40.2;13.4;59438;208102;84492;157566;194466;16.8;59.8;23.4;44.8;55.2;673;281;392;83972;10772;12.8;61105;3.0;42705.8;2.1;69.9;160312;452;544446;11504.6;32.8;11281.2;32.2;1289.2
ГО Архангельск;2022;Архангельская область;городской округ;муниципальное образование;Европейская Арктика;11701000;294;;;349190;;;;;;;;;;;;;;;;;;;;;;;;;58333;211009;79848;156287;192903;;;;;;;;;;;;;;;;;;;;;;;;
ГО Воркута;1939;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Воркута;1959;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;;175857;;;;;7.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Воркута;1970;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;;184945;;;;;7.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Воркута;1979;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;;194823;;;;;8.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Воркута;1989;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;;216176;;;;;8.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Воркута;2002;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;;134172;;;;;5.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Воркута;2010;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;10284.56;95854;95854;95520;-668;-7.0;3.96;3.95;1101;1035;66;11.3;10.6;0.7;;;;1577;4950;-3373;;;;;;;;;;;;;;;;;;;;;33705;8070;23.9;32437;3.2;19631.8;1.9;60.5;;;;;;;;
ГО Воркута;2011;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;10722.21;;95186;93293;-3786;-40.6;;3.86;1098;905;193;11.8;9.7;2.1;;;;2537;6516;-3979;;;;;;;;17081;65827;122780;45204;49982;11.4;43.1;45.5;47.5;52.5;1320;264;1056;36204;7719;21.3;38662;3.6;24073.4;2.2;62.3;;;;;;;;
ГО Воркута;2012;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;11361.21;;91400;89713;-3374;-37.6;;3.71;1190;909;281;13.3;10.1;3.1;48.7;13.7;15.4;2802;6457;-3655;-232;-3667;244;-407.4;-25.9;-408.7;27.2;16709;62254;12437;43402;47998;18.5;67.5;14.0;47.4;52.6;481;274;207;42059;7418;17.6;45225;4.0;28977.0;2.6;64.1;;;;;;;;
ГО Воркута;2013;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;12219.42;;88026;86367;-3319;-38.4;;3.57;1168;861;307;13.5;10.0;3.6;50.8;14.3;15.0;2942;6568;-3626;-174;-3693;241;-419.8;-20.1;-427.6;27.9;16487;58890;12649;41704;46322;19.0;66.3;14.7;47.4;52.6;509;287;222;37740;4804;12.7;49405;4.0;35727.5;2.9;72.3;;;;;;195.3;2.3;
ГО Воркута;2014;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;13228.07;;84707;83830;-1754;-20.9;;3.47;1140;835;305;13.6;10.0;3.6;52.2;14.6;14.8;3658;5717;-2059;-81;-2124;146;-245.6;-9.7;-253.4;17.4;16364;55570;12773;40121;44586;19.5;65.0;15.5;47.4;52.6;538;300;238;33166;4875;14.7;51270;3.9;39014.1;2.9;76.1;41911;467;1733;;;219.8;2.6;
ГО Воркута;2015;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;14616.41;;82953;82198;-1511;-18.4;;3.40;1080;780;300;13.1;9.5;3.6;51.4;14.3;14.1;4091;5902;-1811;18;-2426;597;-220.3;2.2;-295.1;72.6;16332;53452;13169;39335;43618;19.9;63.9;16.2;47.5;52.5;565;311;254;31593;4770;15.1;53313;3.6;39558.0;2.7;74.2;56736;657;2346;;;205.0;2.5;
ГО Воркута;2016;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;15319.11;;81442;80752;-1381;-17.1;;3.34;879;809;70;10.9;10.0;0.9;43.2;12.0;14.9;4418;5869;-1451;-40;-1854;443;-179.7;-5.0;-229.6;54.9;16316;51598;13528;38685;42757;20.2;62.8;17.0;47.5;52.5;591;321;271;30301;4751;15.7;58858;3.8;39117.1;2.6;66.5;72580;866;3002;;;222.6;2.8;
ГО Воркута;2017;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;15861.44;;80061;78688;-2747;-34.9;;3.25;835;728;107;10.6;9.3;1.4;42.6;11.8;13.7;3413;6267;-2854;-55;-2406;-393;-362.7;-7.0;-305.8;-49.9;16244;49888;13929;38098;41963;20.3;61.8;17.9;47.6;52.4;618;329;289;25958;4709;18.1;62214;3.9;40958.0;2.6;65.8;42309;515;1750;;;236.4;3.0;
ГО Воркута;2018;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;16805.58;;77314;76035;-2558;-33.6;;3.14;801;749;52;10.5;9.9;0.7;42.8;11.9;14.2;3549;6159;-2610;-16;-2155;-439;-343.3;-2.1;-283.4;-57.7;15745;47384;14185;36837;40477;20.4;60.8;18.8;47.6;52.4;644;335;309;25233;4597;18.2;69572;4.1;47803.4;2.8;68.7;43902;544;1816;;;228.3;3.0;
ГО Воркута;2019;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;17172.3;;74756;73940;-1633;-22.1;;3.06;634;718;-84;8.6;9.7;-1.1;35.2;9.7;13.8;3660;5209;-1549;23;-1751;179;-209.5;3.1;-236.8;24.2;15269;45102;14385;35581;39175;20.3;60.8;18.8;47.7;52.3;644;334;309;24885;4369;17.6;74584;4.3;52247.5;3.0;70.1;49956;635;2066;;;208.5;2.8;
ГО Воркута;2020;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;18386.46;;73123;72773;-700;-9.6;;3.01;636;815;-179;8.7;11.2;-2.5;36.2;9.9;15.9;3518;4033;-515;-28;-1082;595;-70.8;-3.8;-148.7;81.8;14795;44874;13454;34893;38230;20.1;61.2;18.7;47.8;52.2;633;328;305;23954;4173;17.4;80727;4.4;56343.9;3.1;69.8;43600;573;1803;1879.1;25.8;186.6;2.6;
ГО Воркута;2021;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;19746.04;68425;72423;71851;-1144;-15.9;2.83;2.97;593;921;-328;8.3;12.8;-4.6;34.5;9.2;18.1;3420;4236;-816;-17;-1367;568;-113.6;-2.4;-190.3;79.1;14440;44253;13730;34647;37776;19.8;61.7;18.5;47.9;52.1;621;321;300;23738;4022;16.9;82794;4.2;59559.6;3.0;71.9;59449;804;2459;1864.5;25.9;169.8;2.4;
ГО Воркута;2022;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87710000;24180;;;71279;;;;;;;;;;;;;;;;;;;;;;;;;14010;44422;12847;34226;37053;;;;;;;;;;;;;;;;;;;;;;;;
ГО Губкинский;1939;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Губкинский;1959;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Губкинский;1970;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Губкинский;1979;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Губкинский;1989;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Губкинский;2002;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;;20407;;;;;281.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Губкинский;2010;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;12684.34;23335;23335;23506;341;14.5;321.53;323.89;365;93;272;15.6;4.0;11.6;;;;1110;931;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Губкинский;2011;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;13231.56;;23676;24762;2172;87.7;;341.19;371;85;286;15.0;3.4;11.5;47.7;13.0;8.0;3420;1534;1886;;;;;;;;5332;16975;1369;11653;12023;21.9;72.3;5.8;49.4;50.6;383;303;80;;;;;;;;;;;;;;;;
ГО Губкинский;2012;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;13625.69;;25848;26051;406;15.6;;358.95;395;76;319;15.2;2.9;12.2;48.9;13.1;6.9;3717;3630;87;22;-322;387;33.4;8.4;-123.6;148.6;5515;18841;1492;12822;13026;21.4;72.6;6.0;49.6;50.4;378;296;83;9988;2163;21.7;59373;4.4;51258.6;3.8;86.3;;;;;;;;
ГО Губкинский;2013;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;14563.67;;26254;26234;-40;-1.5;;361.47;387;103;284;14.8;3.9;10.8;48.1;12.7;9.3;3267;3591;-324;-115;-143;-66;-123.5;-43.8;-54.5;-25.2;5658;18963;1633;13023;13231;21.8;71.7;6.5;49.5;50.5;395;304;91;9872;2086;21.1;63441;4.4;57062.9;3.9;89.9;25265;1020;348121;;;107.6;4.1;
ГО Губкинский;2014;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;16037.95;;26214;26642;856;32.1;;367.10;407;96;311;15.3;3.6;11.7;50.6;13.3;8.4;3596;3051;545;-83;-51;679;204.6;-31.2;-19.1;254.9;5775;18652;1787;12948;13266;21.9;70.9;7.2;49.4;50.6;411;309;101;9888;2213;22.4;70461;4.4;57565.2;3.6;81.7;27027;1038;372403;;;99.4;3.7;
ГО Губкинский;2015;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;17575.96;;27070;27208;276;10.1;;374.89;407;98;309;15.0;3.6;11.4;50.7;13.1;8.3;3378;3411;-33;-112;-148;227;-12.1;-41.2;-54.4;83.4;5917;19125;2028;13377;13693;22.0;70.1;7.9;49.4;50.6;427;314;113;9633;2212;23.0;73112;4.2;59642.3;3.4;81.6;24730;943;340753;;;58.2;2.1;
ГО Губкинский;2016;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;18375.69;;27346;27292;-108;-4.0;;376.05;385;101;284;14.1;3.7;10.4;48.8;12.5;8.5;2790;3182;-392;-51;59;-400;-143.6;-18.7;21.6;-146.6;6063;18997;2286;13479;13867;22.4;68.8;8.8;49.3;50.7;453;325;128;9363;2178;23.3;77034;4.2;61403.7;3.3;79.7;20944;786;288584;;;26.7;1.0;
ГО Губкинский;2017;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;18837.04;;27238;27584;692;25.1;;380.08;337;85;252;12.2;3.1;9.1;42.8;11.0;7.1;3148;2708;440;-60;88;412;159.5;-21.8;31.9;149.4;6151;18581;2506;13411;13827;22.5;67.8;9.7;49.3;50.7;475;332;142;9041;2181;24.1;81403;4.3;67156.0;3.6;82.5;24813;912;341896;;;10.9;0.4;
ГО Губкинский;2018;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;18911.09;;27930;28247;634;22.4;;389.21;322;73;249;11.4;2.6;8.8;40.5;10.4;5.8;3531;3146;385;7;19;359;136.3;2.5;6.7;127.1;6281;18831;2818;13776;14154;22.3;67.1;10.6;49.4;50.6;491;333;158;9472;2120;22.4;87390;4.6;76468.3;4.0;87.5;23269;853;320617;;;3.2;0.1;
ГО Губкинский;2019;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;19409.44;;28564;28863;597;20.7;;397.70;324;85;239;11.2;2.9;8.3;40.4;10.4;6.4;3656;3298;358;-95;239;214;124.0;-32.9;82.8;74.1;6335;19060;3169;14129;14435;22.0;66.3;11.7;49.5;50.5;509;332;177;10409;1995;19.2;102040;5.3;80695.1;4.2;79.1;35269;1279;485971;;;0.0;0.0;
ГО Губкинский;2020;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;20135.32;;29161;28634;-1055;-36.8;;394.54;311;127;184;10.9;4.4;6.4;39.5;10.2;9.5;2040;3270;-1230;-81;165;-1314;-429.6;-28.3;57.6;-458.9;6383;19192;3586;14426;14735;21.8;66.0;12.2;49.3;50.7;515;331;184;10530;2174;20.6;116171;5.8;88902.0;4.4;76.5;32525;1151;448157;478.1;16.7;0.0;0.0;
ГО Губкинский;2021;Ямало-Ненецкий АО;городской округ;муниципальное образование;Азиатская Арктика;71952000;73;22440.46;33273;28106;33221;10230;307.9;458.46;457.75;338;126;212;10.2;3.8;6.4;37.6;9.5;7.9;2077;1850;227;-11;72;166;68.3;-3.3;21.7;50.0;6116;18605;3385;13816;14290;21.9;66.4;11.7;49.1;50.9;505;330;176;12109;2319;19.2;120924;5.4;96087.8;4.3;79.5;48107;1667;662855;416.7;12.5;0.0;0.0;
