Регион;Дата;"Запросов ""Вызвать скорую"", единиц на 1 млн";"Запросов ""Лечение коронавируса"", единиц на 1 млн";"Запросов ""Пропало обоняние"", единиц на 1 млн";Заражений всего, на 1 млн человек;Заражений всего, случаев;Заражений за день, на 1 млн человек;Заражений за день, случаев;Индекс самоизоляции;Поисковых запросов о коронавирусе, единиц на 1 млн;Смертей всего, на 1 млн человек;Смертей всего, случаев;Смертей за день, на 1 млн человек;Смертей за день, случаев
Апатиты;2021-06-11;;;;;;;;2.21;;;;;
Апатиты;2021-06-12;;;;;;;;2.26;;;;;
Апатиты;2021-06-13;;;;;;;;2.29;;;;;
Апатиты;2021-06-14;;;;;;;;2.31;;;;;
Апатиты;2021-06-15;;;;;;;;2.33;;;;;
Апатиты;2021-06-16;;;;;;;;2.31;;;;;
Апатиты;2021-06-17;;;;;;;;2.36;;;;;
Апатиты;2021-06-18;;;;;;;;2.23;;;;;
Апатиты;2021-06-19;;;;;;;;2.19;;;;;
Апатиты;2021-06-20;;;;;;;;2.20;;;;;
Апатиты;2021-06-21;;;;;;;;2.24;;;;;
Апатиты;2021-06-22;;;;;;;;2.23;;;;;
Апатиты;2021-06-23;;;;;;;;2.27;;;;;
Апатиты;2021-06-24;;;;;;;;2.23;;;;;
Апатиты;2021-06-25;;;;;;;;2.23;;;;;
Апатиты;2021-06-26;;;;;;;;2.23;;;;;
Апатиты;2021-06-27;;;;;;;;2.23;;;;;
Апатиты;2021-06-28;;;;;;;;2.19;;;;;
Апатиты;2021-06-29;;;;;;;;2.20;;;;;
Апатиты;2021-06-30;;;;;;;;2.21;;;;;
Апатиты;2021-07-01;;;;;;;;2.06;;;;;
Апатиты;2021-07-02;;;;;;;;2.07;;;;;
Апатиты;2021-07-03;;;;;;;;2.10;;;;;
Апатиты;2021-07-04;;;;;;;;2.11;;;;;
Апатиты;2021-07-05;;;;;;;;2.14;;;;;
Апатиты;2021-07-06;;;;;;;;2.26;;;;;
Апатиты;2021-07-07;;;;;;;;2.27;;;;;
Апатиты;2021-07-08;;;;;;;;2.29;;;;;
Апатиты;2021-07-09;;;;;;;;2.29;;;;;
Апатиты;2021-07-10;;;;;;;;2.29;;;;;
Апатиты;2021-07-11;;;;;;;;2.26;;;;;
Апатиты;2021-07-12;;;;;;;;2.27;;;;;
Апатиты;2021-07-13;;;;;;;;2.29;;;;;
Апатиты;2021-07-14;;;;;;;;2.30;;;;;
Апатиты;2021-07-15;;;;;;;;2.30;;;;;
Апатиты;2021-07-16;;;;;;;;2.31;;;;;
Апатиты;2021-07-17;;;;;;;;2.34;;;;;
Апатиты;2021-07-18;;;;;;;;2.39;;;;;
Апатиты;2021-07-19;;;;;;;;2.41;;;;;
Апатиты;2021-07-20;;;;;;;;2.44;;;;;
Апатиты;2021-07-21;;;;;;;;2.43;;;;;
Апатиты;2021-07-22;;;;;;;;2.43;;;;;
Апатиты;2021-07-23;;;;;;;;2.41;;;;;
Апатиты;2021-07-24;;;;;;;;2.40;;;;;
Апатиты;2021-07-25;;;;;;;;2.40;;;;;
Апатиты;2021-07-26;;;;;;;;2.37;;;;;
Апатиты;2021-07-27;;;;;;;;2.34;;;;;
Апатиты;2021-07-28;;;;;;;;2.33;;;;;
Апатиты;2021-07-29;;;;;;;;2.36;;;;;
Апатиты;2021-07-30;;;;;;;;2.41;;;;;
Апатиты;2021-07-31;;;;;;;;2.43;;;;;
Апатиты;2021-08-01;;;;;;;;2.40;;;;;
Апатиты;2021-08-02;;;;;;;;2.39;;;;;
Апатиты;2021-08-03;;;;;;;;2.36;;;;;
Апатиты;2021-08-04;;;;;;;;2.36;;;;;
Апатиты;2021-08-05;;;;;;;;2.31;;;;;
Апатиты;2021-08-06;;;;;;;;2.30;;;;;
Апатиты;2021-08-07;;;;;;;;2.27;;;;;
Апатиты;2021-08-08;;;;;;;;2.27;;;;;
Апатиты;2021-08-09;;;;;;;;2.27;;;;;
Апатиты;2021-08-10;;;;;;;;2.29;;;;;
Апатиты;2021-08-11;;;;;;;;2.31;;;;;
Апатиты;2021-08-12;;;;;;;;2.34;;;;;
Апатиты;2021-08-13;;;;;;;;2.31;;;;;
Апатиты;2021-08-14;;;;;;;;2.34;;;;;
Апатиты;2021-08-15;;;;;;;;2.34;;;;;
Апатиты;2021-08-16;;;;;;;;2.36;;;;;
Апатиты;2021-08-17;;;;;;;;2.37;;;;;
Апатиты;2021-08-18;;;;;;;;2.40;;;;;
Апатиты;2021-08-19;;;;;;;;2.39;;;;;
Апатиты;2021-08-20;;;;;;;;2.39;;;;;
Апатиты;2021-08-21;;;;;;;;2.36;;;;;
Апатиты;2021-08-22;;;;;;;;2.36;;;;;
Апатиты;2021-08-23;;;;;;;;2.34;;;;;
Апатиты;2021-08-24;;;;;;;;2.31;;;;;
Апатиты;2021-08-25;;;;;;;;2.24;;;;;
Апатиты;2021-08-26;;;;;;;;2.21;;;;;
Апатиты;2021-08-27;;;;;;;;2.20;;;;;
Апатиты;2021-08-28;;;;;;;;2.19;;;;;
Апатиты;2021-08-29;;;;;;;;2.16;;;;;
Апатиты;2021-08-30;;;;;;;;2.17;;;;;
Апатиты;2021-08-31;;;;;;;;2.23;;;;;
Апатиты;2021-09-01;;;;;;;;2.26;;;;;
Апатиты;2021-09-02;;;;;;;;2.24;;;;;
Апатиты;2021-09-03;;;;;;;;2.20;;;;;
Апатиты;2021-09-04;;;;;;;;2.20;;;;;
Апатиты;2021-09-05;;;;;;;;2.19;;;;;
Апатиты;2021-09-06;;;;;;;;2.13;;;;;
Апатиты;2021-09-07;;;;;;;;2.07;;;;;
Апатиты;2021-09-08;;;;;;;;2.06;;;;;
Апатиты;2021-09-09;;;;;;;;2.06;;;;;
Апатиты;2021-09-10;;;;;;;;2.06;;;;;
Апатиты;2021-09-11;;;;;;;;2.10;;;;;
Апатиты;2021-09-12;;;;;;;;2.21;;;;;
Апатиты;2021-09-13;;;;;;;;2.36;;;;;
Апатиты;2021-09-14;;;;;;;;2.49;;;;;
Апатиты;2021-09-15;;;;;;;;2.59;;;;;
Апатиты;2021-09-16;;;;;;;;2.69;;;;;
Апатиты;2021-09-17;;;;;;;;2.77;;;;;
Апатиты;2021-09-18;;;;;;;;2.70;;;;;
Апатиты;2021-09-19;;;;;;;;2.73;;;;;
Апатиты;2021-09-20;;;;;;;;2.74;;;;;
Апатиты;2021-09-21;;;;;;;;2.55;;;;;
Арктические города;2020-02-23;;;;;;;;2.26;;;;;
Арктические города;2020-02-24;;;;;;;;2.07;;;;;
Арктические города;2020-02-25;;;;;;;;1.93;;;;;
Арктические города;2020-02-26;;;;;;;;2.02;;;;;
Арктические города;2020-02-27;;;;;;;;2.02;;;;;
Арктические города;2020-02-28;;;;;;;;1.75;;;;;
Арктические города;2020-02-29;;;;;;;;1.74;;;;;
Арктические города;2020-03-01;;;;;;;;1.72;;;;;
Арктические города;2020-03-02;;;;;;;;1.70;;;;;
Арктические города;2020-03-03;;;;;;;;1.71;;;;;
Арктические города;2020-03-04;;;;;;;;1.70;;;;;
Арктические города;2020-03-05;;;;;;;;1.68;;;;;
Арктические города;2020-03-06;;;;;;;;1.95;;;;;
Арктические города;2020-03-07;;;;;;;;1.97;;;;;
Арктические города;2020-03-08;;;;;;;;1.99;;;;;
Арктические города;2020-03-09;;;;;;;;2.01;;;;;
Арктические города;2020-03-10;;;;;;;;2.02;;;;;
Арктические города;2020-03-11;;;;;;;;2.03;;;;;
Арктические города;2020-03-12;;;;;;;;2.06;;;;;
Арктические города;2020-03-13;;;;;;;;1.78;;;;;
Арктические города;2020-03-14;;;;;;;;1.80;;;;;
Арктические города;2020-03-15;;;;;;;;1.83;;;;;
Арктические города;2020-03-16;;;;;;;;1.89;;;;;
Арктические города;2020-03-17;;;;;;;;1.94;;;;;
Арктические города;2020-03-18;;;;;;;;1.99;;;;;
Арктические города;2020-03-19;;;;;;;;2.02;;;;;
Арктические города;2020-03-20;;;;;;;;2.08;;;;;
Арктические города;2020-03-21;;;;;;;;2.13;;;;;
Арктические города;2020-03-22;;;;;;;;2.16;;;;;
Арктические города;2020-03-23;;;;;;;;2.17;;;;;
Арктические города;2020-03-24;;;;;;;;2.19;;;;;
Арктические города;2020-03-25;;;;;;;;2.25;;;;;
Арктические города;2020-03-26;;;;;;;;2.32;;;;;
Арктические города;2020-03-27;;;;;;;;2.53;;;;;
Арктические города;2020-03-28;;;;;;;;2.74;;;;;
Арктические города;2020-03-29;;;;;;;;2.99;;;;;
Арктические города;2020-03-30;;;;;;;;3.23;;;;;
Арктические города;2020-03-31;;;;;;;;3.46;;;;;
Арктические города;2020-04-01;;;;;;;;3.54;;;;;
Арктические города;2020-04-02;;;;;;;;3.58;;;;;
Арктические города;2020-04-03;;;;;;;;3.58;;;;;
Арктические города;2020-04-04;;;;;;;;3.56;;;;;
Арктические города;2020-04-05;;;;;;;;3.51;;;;;
Арктические города;2020-04-06;;;;;;;;3.46;;;;;
Арктические города;2020-04-07;;;;;;;;3.40;;;;;
Арктические города;2020-04-08;;;;;;;;3.36;;;;;
Арктические города;2020-04-09;;;;;;;;3.33;;;;;
Арктические города;2020-04-10;;;;;;;;3.31;;;;;
Арктические города;2020-04-11;;;;;;;;3.28;;;;;
Арктические города;2020-04-12;;;;;;;;3.25;;;;;
Арктические города;2020-04-13;;;;;;;;3.21;;;;;
Арктические города;2020-04-14;;;;;;;;3.19;;;;;
Арктические города;2020-04-15;;;;;;;;3.18;;;;;
Арктические города;2020-04-16;;;;;;;;3.17;;;;;
Арктические города;2020-04-17;;;;;;;;3.15;;;;;
Арктические города;2020-04-18;;;;;;;;3.14;;;;;
Арктические города;2020-04-19;;;;;;;;3.14;;;;;
Арктические города;2020-04-20;;;;;;;;3.14;;;;;
Арктические города;2020-04-21;;;;;;;;3.14;;;;;
Арктические города;2020-04-22;;;;;;;;3.14;;;;;
Арктические города;2020-04-23;;;;;;;;3.13;;;;;
Арктические города;2020-04-24;;;;;;;;3.11;;;;;
Арктические города;2020-04-25;;;;;;;;3.09;;;;;
Арктические города;2020-04-26;;;;;;;;3.05;;;;;
Арктические города;2020-04-27;;;;;;;;3.00;;;;;
Арктические города;2020-04-28;;;;;;;;3.10;;;;;
Арктические города;2020-04-29;;;;;;;;3.08;;;;;
Арктические города;2020-04-30;;;;;;;;3.04;;;;;
Арктические города;2020-05-01;;;;;;;;3.13;;;;;
Арктические города;2020-05-02;;;;;;;;3.21;;;;;
Арктические города;2020-05-03;;;;;;;;3.19;;;;;
Арктические города;2020-05-04;;;;;;;;3.18;;;;;
Арктические города;2020-05-05;;;;;;;;3.03;;;;;
Арктические города;2020-05-06;;;;;;;;3.02;;;;;
Арктические города;2020-05-07;;;;;;;;3.01;;;;;
Арктические города;2020-05-08;;;;;;;;2.99;;;;;
Арктические города;2020-05-09;;;;;;;;2.85;;;;;
Арктические города;2020-05-10;;;;;;;;2.81;;;;;
Арктические города;2020-05-11;;;;;;;;2.78;;;;;
Арктические города;2020-05-12;;;;;;;;2.73;;;;;
Арктические города;2020-05-13;;;;;;;;2.67;;;;;
Арктические города;2020-05-14;;;;;;;;2.65;;;;;
Арктические города;2020-05-15;;;;;;;;2.49;;;;;
Арктические города;2020-05-16;;;;;;;;2.45;;;;;
Арктические города;2020-05-17;;;;;;;;2.42;;;;;
Арктические города;2020-05-18;;;;;;;;2.37;;;;;
Арктические города;2020-05-19;;;;;;;;2.35;;;;;
Арктические города;2020-05-20;;;;;;;;2.32;;;;;
Арктические города;2020-05-21;;;;;;;;2.29;;;;;
Арктические города;2020-05-22;;;;;;;;2.27;;;;;
Арктические города;2020-05-23;;;;;;;;2.24;;;;;
Арктические города;2020-05-24;;;;;;;;2.22;;;;;
Арктические города;2020-05-25;;;;;;;;2.21;;;;;
Арктические города;2020-05-26;;;;;;;;2.20;;;;;
Арктические города;2020-05-27;;;;;;;;2.21;;;;;
Арктические города;2020-05-28;;;;;;;;2.24;;;;;
Арктические города;2020-05-29;;;;;;;;2.23;;;;;
Арктические города;2020-05-30;;;;;;;;2.22;;;;;
Арктические города;2020-05-31;;;;;;;;2.21;;;;;
Арктические города;2020-06-01;;;;;;;;2.19;;;;;
Арктические города;2020-06-02;;;;;;;;2.18;;;;;
Арктические города;2020-06-03;;;;;;;;2.15;;;;;
Арктические города;2020-06-04;;;;;;;;2.12;;;;;
Арктические города;2020-06-05;;;;;;;;2.10;;;;;
Арктические города;2020-06-06;;;;;;;;2.11;;;;;
Арктические города;2020-06-07;;;;;;;;2.11;;;;;
Арктические города;2020-06-08;;;;;;;;2.12;;;;;
Арктические города;2020-06-09;;;;;;;;2.27;;;;;
Арктические города;2020-06-10;;;;;;;;2.27;;;;;
Арктические города;2020-06-11;;;;;;;;2.25;;;;;
Арктические города;2020-06-12;;;;;;;;2.23;;;;;
Арктические города;2020-06-13;;;;;;;;2.23;;;;;
Арктические города;2020-06-14;;;;;;;;2.20;;;;;
Арктические города;2020-06-15;;;;;;;;2.18;;;;;
Арктические города;2020-06-16;;;;;;;;2.03;;;;;
Арктические города;2020-06-17;;;;;;;;2.03;;;;;
Арктические города;2020-06-18;;;;;;;;2.04;;;;;
Арктические города;2020-06-19;;;;;;;;2.05;;;;;
Арктические города;2020-06-20;;;;;;;;2.03;;;;;
Арктические города;2020-06-21;;;;;;;;2.17;;;;;
Арктические города;2020-06-22;;;;;;;;2.16;;;;;
Арктические города;2020-06-23;;;;;;;;2.12;;;;;
Арктические города;2020-06-24;;;;;;;;2.12;;;;;
Арктические города;2020-06-25;;;;;;;;2.12;;;;;
Арктические города;2020-06-26;;;;;;;;2.10;;;;;
Арктические города;2020-06-27;;;;;;;;2.09;;;;;
Арктические города;2020-06-28;;;;;;;;2.07;;;;;
Арктические города;2020-06-29;;;;;;;;2.07;;;;;
Арктические города;2020-06-30;;;;;;;;2.06;;;;;
Арктические города;2020-07-01;;;;;;;;2.04;;;;;
Арктические города;2020-07-02;;;;;;;;2.04;;;;;
Арктические города;2020-07-03;;;;;;;;2.05;;;;;
Арктические города;2020-07-04;;;;;;;;2.05;;;;;
Арктические города;2020-07-05;;;;;;;;1.93;;;;;
Арктические города;2020-07-06;;;;;;;;1.95;;;;;
Арктические города;2020-07-07;;;;;;;;1.96;;;;;
Арктические города;2020-07-08;;;;;;;;1.98;;;;;
Арктические города;2020-07-09;;;;;;;;1.99;;;;;
Арктические города;2020-07-10;;;;;;;;1.99;;;;;
Арктические города;2020-07-11;;;;;;;;2.02;;;;;
Арктические города;2020-07-12;;;;;;;;2.01;;;;;
Арктические города;2020-07-13;;;;;;;;1.99;;;;;
Арктические города;2020-07-14;;;;;;;;2.00;;;;;
Арктические города;2020-07-15;;;;;;;;1.97;;;;;
Арктические города;2020-07-16;;;;;;;;1.92;;;;;
Арктические города;2020-07-17;;;;;;;;1.90;;;;;
Арктические города;2020-07-18;;;;;;;;1.88;;;;;
Арктические города;2020-07-19;;;;;;;;1.88;;;;;
Арктические города;2020-07-20;;;;;;;;1.88;;;;;
Арктические города;2020-07-21;;;;;;;;1.89;;;;;
Арктические города;2020-07-22;;;;;;;;1.88;;;;;
Арктические города;2020-07-23;;;;;;;;1.87;;;;;
Арктические города;2020-07-24;;;;;;;;1.89;;;;;
Арктические города;2020-07-25;;;;;;;;1.89;;;;;
Арктические города;2020-07-26;;;;;;;;1.89;;;;;
Арктические города;2020-07-27;;;;;;;;1.89;;;;;
Арктические города;2020-07-28;;;;;;;;1.89;;;;;
Арктические города;2020-07-29;;;;;;;;1.92;;;;;
Арктические города;2020-07-30;;;;;;;;1.95;;;;;
Арктические города;2020-07-31;;;;;;;;1.97;;;;;
Арктические города;2020-08-01;;;;;;;;1.97;;;;;
Арктические города;2020-08-02;;;;;;;;1.98;;;;;
Арктические города;2020-08-03;;;;;;;;1.98;;;;;
Арктические города;2020-08-04;;;;;;;;1.98;;;;;
Арктические города;2020-08-05;;;;;;;;1.96;;;;;
Арктические города;2020-08-06;;;;;;;;1.95;;;;;
Арктические города;2020-08-07;;;;;;;;1.95;;;;;
Арктические города;2020-08-08;;;;;;;;1.95;;;;;
Арктические города;2020-08-09;;;;;;;;1.94;;;;;
Арктические города;2020-08-10;;;;;;;;1.95;;;;;
Арктические города;2020-08-11;;;;;;;;1.95;;;;;
Арктические города;2020-08-12;;;;;;;;1.95;;;;;
Арктические города;2020-08-13;;;;;;;;1.97;;;;;
Арктические города;2020-08-14;;;;;;;;1.96;;;;;
Арктические города;2020-08-15;;;;;;;;1.95;;;;;
Арктические города;2020-08-16;;;;;;;;1.94;;;;;
Арктические города;2020-08-17;;;;;;;;1.92;;;;;
Арктические города;2020-08-18;;;;;;;;1.92;;;;;
Арктические города;2020-08-19;;;;;;;;1.90;;;;;
Арктические города;2020-08-20;;;;;;;;1.90;;;;;
Арктические города;2020-08-21;;;;;;;;1.90;;;;;
Арктические города;2020-08-22;;;;;;;;1.91;;;;;
Арктические города;2020-08-23;;;;;;;;1.92;;;;;
Арктические города;2020-08-24;;;;;;;;1.93;;;;;
Арктические города;2020-08-25;;;;;;;;1.92;;;;;
Арктические города;2020-08-26;;;;;;;;1.95;;;;;
Арктические города;2020-08-27;;;;;;;;1.94;;;;;
Арктические города;2020-08-28;;;;;;;;1.92;;;;;
Арктические города;2020-08-29;;;;;;;;1.90;;;;;
Арктические города;2020-08-30;;;;;;;;1.87;;;;;
Арктические города;2020-08-31;;;;;;;;1.84;;;;;
Арктические города;2020-09-01;;;;;;;;1.82;;;;;
Арктические города;2020-09-02;;;;;;;;1.81;;;;;
Арктические города;2020-09-03;;;;;;;;1.83;;;;;
Арктические города;2020-09-04;;;;;;;;1.81;;;;;
Арктические города;2020-09-05;;;;;;;;1.80;;;;;
Арктические города;2020-09-06;;;;;;;;1.81;;;;;
Арктические города;2020-09-07;;;;;;;;1.82;;;;;
Арктические города;2020-09-08;;;;;;;;1.84;;;;;
Арктические города;2020-09-09;;;;;;;;1.83;;;;;
Арктические города;2020-09-10;;;;;;;;1.83;;;;;
Арктические города;2020-09-11;;;;;;;;1.85;;;;;
Арктические города;2020-09-12;;;;;;;;1.86;;;;;
Арктические города;2020-09-13;;;;;;;;1.84;;;;;
Арктические города;2020-09-14;;;;;;;;1.83;;;;;
Арктические города;2020-09-15;;;;;;;;1.82;;;;;
Арктические города;2020-09-16;;;;;;;;1.84;;;;;
Арктические города;2020-09-17;;;;;;;;1.83;;;;;
Арктические города;2020-09-18;;;;;;;;1.81;;;;;
Арктические города;2020-09-19;;;;;;;;1.80;;;;;
Арктические города;2020-09-20;;;;;;;;1.80;;;;;
Арктические города;2020-09-21;;;;;;;;1.78;;;;;
Арктические города;2020-09-22;;;;;;;;1.75;;;;;
Арктические города;2020-09-23;;;;;;;;1.71;;;;;
Арктические города;2020-09-24;;;;;;;;1.70;;;;;
Арктические города;2020-09-25;;;;;;;;1.69;;;;;
Арктические города;2020-09-26;;;;;;;;1.68;;;;;
Арктические города;2020-09-27;;;;;;;;1.67;;;;;
Арктические города;2020-09-28;;;;;;;;1.67;;;;;
Арктические города;2020-09-29;;;;;;;;1.69;;;;;
Арктические города;2020-09-30;;;;;;;;1.73;;;;;
Арктические города;2020-10-01;;;;;;;;1.76;;;;;
Арктические города;2020-10-02;;;;;;;;1.78;;;;;
Арктические города;2020-10-03;;;;;;;;1.80;;;;;
Арктические города;2020-10-04;;;;;;;;1.82;;;;;
Арктические города;2020-10-05;;;;;;;;1.85;;;;;
Арктические города;2020-10-06;;;;;;;;1.85;;;;;
Арктические города;2020-10-07;;;;;;;;1.85;;;;;
Арктические города;2020-10-08;;;;;;;;1.87;;;;;
Арктические города;2020-10-09;;;;;;;;1.87;;;;;
Арктические города;2020-10-10;;;;;;;;1.88;;;;;
Арктические города;2020-10-11;;;;;;;;1.88;;;;;
Арктические города;2020-10-12;;;;;;;;1.89;;;;;
Арктические города;2020-10-13;;;;;;;;1.91;;;;;
Арктические города;2020-10-14;;;;;;;;1.92;;;;;
Арктические города;2020-10-15;;;;;;;;1.93;;;;;
Арктические города;2020-10-16;;;;;;;;1.94;;;;;
Арктические города;2020-10-17;;;;;;;;1.96;;;;;
Арктические города;2020-10-18;;;;;;;;1.97;;;;;
Арктические города;2020-10-19;;;;;;;;1.99;;;;;
Арктические города;2020-10-20;;;;;;;;2.01;;;;;
Арктические города;2020-10-21;;;;;;;;2.02;;;;;
Арктические города;2020-10-22;;;;;;;;2.03;;;;;
Арктические города;2020-10-23;;;;;;;;2.05;;;;;
Арктические города;2020-10-24;;;;;;;;2.08;;;;;
Арктические города;2020-10-25;;;;;;;;2.10;;;;;
Арктические города;2020-10-26;;;;;;;;2.13;;;;;
Арктические города;2020-10-27;;;;;;;;2.15;;;;;
Арктические города;2020-10-28;;;;;;;;2.16;;;;;
Арктические города;2020-10-29;;;;;;;;2.16;;;;;
Арктические города;2020-10-30;;;;;;;;2.19;;;;;
Арктические города;2020-10-31;;;;;;;;2.23;;;;;
Арктические города;2020-11-01;;;;;;;;2.43;;;;;
Арктические города;2020-11-02;;;;;;;;2.45;;;;;
Арктические города;2020-11-03;;;;;;;;2.47;;;;;
Арктические города;2020-11-04;;;;;;;;2.49;;;;;
Арктические города;2020-11-05;;;;;;;;2.51;;;;;
Арктические города;2020-11-06;;;;;;;;2.50;;;;;
Арктические города;2020-11-07;;;;;;;;2.48;;;;;
Арктические города;2020-11-08;;;;;;;;2.29;;;;;
Арктические города;2020-11-09;;;;;;;;2.27;;;;;
Арктические города;2020-11-10;;;;;;;;2.26;;;;;
Арктические города;2020-11-11;;;;;;;;2.25;;;;;
Арктические города;2020-11-12;;;;;;;;2.24;;;;;
Арктические города;2020-11-13;;;;;;;;2.24;;;;;
Арктические города;2020-11-14;;;;;;;;2.23;;;;;
Арктические города;2020-11-15;;;;;;;;2.23;;;;;
Арктические города;2020-11-16;;;;;;;;2.22;;;;;
Арктические города;2020-11-17;;;;;;;;2.22;;;;;
Арктические города;2020-11-18;;;;;;;;2.22;;;;;
Арктические города;2020-11-19;;;;;;;;2.23;;;;;
Арктические города;2020-11-20;;;;;;;;2.22;;;;;
Арктические города;2020-11-21;;;;;;;;2.22;;;;;
Арктические города;2020-11-22;;;;;;;;2.21;;;;;
Арктические города;2020-11-23;;;;;;;;2.20;;;;;
Арктические города;2020-11-24;;;;;;;;2.19;;;;;
Арктические города;2020-11-25;;;;;;;;2.18;;;;;
Арктические города;2020-11-26;;;;;;;;2.18;;;;;
Арктические города;2020-11-27;;;;;;;;2.18;;;;;
Арктические города;2020-11-28;;;;;;;;2.17;;;;;
Арктические города;2020-11-29;;;;;;;;2.17;;;;;
Арктические города;2020-11-30;;;;;;;;2.18;;;;;
Арктические города;2020-12-01;;;;;;;;2.18;;;;;
Арктические города;2020-12-02;;;;;;;;2.19;;;;;
Арктические города;2020-12-03;;;;;;;;2.19;;;;;
Арктические города;2020-12-04;;;;;;;;2.18;;;;;
Арктические города;2020-12-05;;;;;;;;2.18;;;;;
Арктические города;2020-12-06;;;;;;;;2.17;;;;;
Арктические города;2020-12-07;;;;;;;;2.16;;;;;
Арктические города;2020-12-08;;;;;;;;2.16;;;;;
Арктические города;2020-12-09;;;;;;;;2.15;;;;;
Арктические города;2020-12-10;;;;;;;;2.15;;;;;
Арктические города;2020-12-11;;;;;;;;2.14;;;;;
Арктические города;2020-12-12;;;;;;;;2.13;;;;;
Арктические города;2020-12-13;;;;;;;;2.12;;;;;
Арктические города;2020-12-14;;;;;;;;2.11;;;;;
Арктические города;2020-12-15;;;;;;;;2.11;;;;;
Арктические города;2020-12-16;;;;;;;;2.09;;;;;
Арктические города;2020-12-17;;;;;;;;2.08;;;;;
Арктические города;2020-12-18;;;;;;;;2.08;;;;;
Арктические города;2020-12-19;;;;;;;;2.09;;;;;
Арктические города;2020-12-20;;;;;;;;2.10;;;;;
Арктические города;2020-12-21;;;;;;;;2.12;;;;;
