SRC,DST,FRAME,migranty,sname,dname
3623000,4729000,100,1,Красноармейский район,Норильск
3623000,11652000,100,1,Красноармейский район,Приморский район
3623000,11701000,100,4,Красноармейский район,Архангельск
3623000,11730000,100,1,Красноармейский район,Северодвинск
3623000,47701000,100,2,Красноармейский район,Мурманск
3623000,47705000,100,2,Красноармейский район,Апатиты
3623000,47715000,100,1,Красноармейский район,Мончегорск
3623000,47717000,100,1,Красноармейский район,Оленегорск
3623000,47733000,100,1,Красноармейский район,Заозерск
3623000,47737000,100,1,Красноармейский район,Александровск
3623000,71916000,100,1,Красноармейский район,Надымский район
3623000,71956000,100,2,Красноармейский район,Новый Уренгой
3623000,71958000,100,1,Красноармейский район,Ноябрьск
3623000,86609000,100,1,Красноармейский район,Калевальский район
3623000,87710000,100,1,Красноармейский район,Воркута
3624000,4654000,100,1,Крыловский район,Туруханский район
3624000,4729000,100,1,Крыловский район,Норильск
3624000,47701000,100,1,Крыловский район,Мурманск
3624000,47737000,100,1,Крыловский район,Александровск
3624000,71916000,100,2,Крыловский район,Надымский район
3624000,71920000,100,2,Крыловский район,Пуровский район
3625000,4729000,100,3,Крымский район,Норильск
3625000,11646000,100,1,Крымский район,Онежский район
3625000,11701000,100,2,Крымский район,Архангельск
3625000,11730000,100,2,Крымский район,Северодвинск
3625000,11851000,100,1,Крымский район,Нарьян-Мар
3625000,47605000,100,1,Крымский район,Кольский район
3625000,47615000,100,1,Крымский район,Печенгский район
3625000,47701000,100,7,Крымский район,Мурманск
3625000,47705000,100,1,Крымский район,Апатиты
3625000,47712000,100,2,Крымский район,Кировск
3625000,47715000,100,1,Крымский район,Мончегорск
3625000,47717000,100,1,Крымский район,Оленегорск
3625000,47719000,100,1,Крымский район,Полярные Зори
3625000,47737000,100,2,Крымский район,Александровск
3625000,71916000,100,2,Крымский район,Надымский район
3625000,71920000,100,1,Крымский район,Пуровский район
3625000,71923000,100,1,Крымский район,Тазовский район
3625000,71951000,100,2,Крымский район,Салехард
3625000,71953000,100,1,Крымский район,Лабытнанги
3625000,71955000,100,3,Крымский район,Муравленко
3625000,71956000,100,3,Крымский район,Новый Уренгой
3625000,71958000,100,3,Крымский район,Ноябрьск
3625000,77609000,100,1,Крымский район,Билибинский район
3625000,77701000,100,1,Крымский район,Анадырь
3625000,87723000,100,5,Крымский район,Усинск
3627000,4653000,100,2,Курганинский район,Диксонский район
3627000,4729000,100,2,Курганинский район,Норильск
3627000,11652000,100,1,Курганинский район,Приморский район
3627000,11701000,100,2,Курганинский район,Архангельск
3627000,11730000,100,1,Курганинский район,Северодвинск
3627000,47701000,100,6,Курганинский район,Мурманск
